Время	Канал A	Канал B
(uс)	(mВ)	(mВ)

10.55758948	-2.59431100	-2.47833000
10.58258948	-2.68587400	-2.42644400
10.60758948	-3.11317300	-2.36540100
10.63258948	-3.44890700	-2.35777100
10.65758948	-3.70833800	-2.40965700
10.68258947	-3.37260400	-2.42033900
10.70758947	-2.42644400	-2.38981800
10.73258947	-2.31961900	-2.39897400
10.75758947	-3.05213000	-2.44170400
10.78258947	-3.37260400	-2.45238700
10.80758947	-3.31156100	-2.43102200
10.83258947	-3.29630100	-2.41881300
10.85758946	-3.26577900	-2.41270900
10.88258946	-3.37260400	-2.45238700
10.90758946	-3.55573200	-2.53174200
10.93258946	-3.76938100	-2.56226300
10.95758946	-3.95250800	-2.53784600
10.98258946	-4.05933300	-2.51800800
11.00758946	-4.05933300	-2.49816800
11.03258945	-3.93724800	-2.49053800
11.05758945	-3.67781700	-2.50274700
11.08258945	-3.79990200	-2.45238700
11.10758945	-4.25772100	-2.33945800
11.13258945	-4.37980700	-2.35014000
11.15758945	-4.12037600	-2.48138200
11.18258944	-4.01355100	-2.54547700
11.20758944	-4.04407300	-2.54852900
11.23258944	-3.95250800	-2.47375200
11.25758944	-3.73885900	-2.32419700
11.28258944	-3.63203500	-2.29367600
11.30758944	-3.66255600	-2.38981800
11.33258944	-3.66255600	-2.43254800
11.35758943	-3.63203500	-2.42033900
11.38258943	-3.73885900	-2.43865200
11.40758943	-3.92198700	-2.47985600
11.43258943	-4.12037600	-2.49053800
11.45758943	-4.30350400	-2.47222600
11.48258943	-4.50189200	-2.42644400
11.50758943	-4.74606200	-2.36234900
11.53258942	-4.62397700	-2.26468100
11.55758942	-4.16615800	-2.14106900
11.58258942	-4.07459400	-2.12886100
11.60758942	-4.39506700	-2.22958100
11.63258942	-4.18141800	-2.33945800
11.65758942	-3.47942800	-2.45543900
11.68258941	-3.37260400	-2.49053800
11.70758941	-3.89146600	-2.43560000
11.73258941	-4.01355100	-2.43407400
11.75758941	-3.75412000	-2.48290800
11.78258941	-3.64729500	-2.47375200
11.80758941	-3.70833800	-2.40660500
11.83258941	-3.50995000	-2.38676600
11.85758940	-3.08265100	-2.41728700
11.88258940	-2.88426300	-2.41881300
11.90758940	-2.94530600	-2.39439600
11.93258940	-2.85374200	-2.38371400
11.95758940	-2.67061400	-2.38371400
11.98258940	-2.47222500	-2.39439600
12.00758940	-2.31961900	-2.41576100
12.03258939	-2.01440600	-2.42644400
12.05758939	-1.58710800	-2.42339200
12.08258939	-1.49554400	-2.42339200
12.10758939	-1.77023600	-2.42186500
12.13258939	-1.78549600	-2.43102200
12.15758939	-1.54132600	-2.45696500
12.18258939	-1.44976200	-2.42644400
12.20758938	-1.48028300	-2.34098400
12.23258938	-1.37345900	-2.33335400
12.25758938	-1.11402800	-2.40965700
12.28258938	-1.22085200	-2.39897400
12.30758938	-1.64815000	-2.30283200
12.33258938	-1.96862400	-2.30130600
12.35758937	-2.13649100	-2.38676600
12.38258937	-2.21279400	-2.45086100
12.40758937	-2.18227300	-2.49053800
12.43258937	-2.25857600	-2.45696500
12.45758937	-2.42644400	-2.34098400
12.48258937	-2.74691700	-2.35319200
12.50758937	-3.14369400	-2.49511700
12.53258936	-3.32682200	-2.50732500
12.55758936	-3.20473700	-2.39744800
12.58258936	-3.60151400	-2.31504100
12.60758936	-4.42558900	-2.26010300
12.63258936	-4.94445100	-2.25247200
12.65758936	-5.06653600	-2.29825400
12.68258936	-5.14283900	-2.33793200
12.70758935	-5.08179700	-2.37150500
12.73258935	-5.26492500	-2.39897400
12.75758935	-5.63118000	-2.41118300
12.78258935	-5.92113300	-2.44170400
12.80758935	-6.07373900	-2.48748600
12.83258935	-6.25686700	-2.46612100
12.85758935	-6.43999500	-2.38066200
12.88258934	-6.63838300	-2.33640600
12.90758934	-6.82151100	-2.33488000
12.93258934	-6.92833600	-2.38981800
12.95758934	-6.89781400	-2.50122100
12.98258934	-6.89781400	-2.51037700
13.00758934	-6.92833600	-2.41423500
13.03258933	-6.80625000	-2.39134400
13.05758933	-6.53155900	-2.44017800
13.08258933	-6.74520800	-2.45238700
13.10758933	-7.44719700	-2.43102200
13.13258933	-7.55402200	-2.42033900
13.15758933	-7.06568100	-2.42033900
13.18258933	-6.83677100	-2.42797000
13.20758932	-6.88255400	-2.44170400
13.23258932	-6.91307500	-2.47070000
13.25758932	-6.95885700	-2.51190300
13.28258932	-6.76046800	-2.53479400
13.30758932	-6.39421300	-2.53632000
13.33258932	-5.89061100	-2.50427300
13.35758932	-5.28018500	-2.43712600
13.38258931	-5.20388200	-2.44017800
13.40758931	-5.72274400	-2.51495600
13.43258931	-5.63118000	-2.50427300
13.45758931	-5.02075400	-2.40965700
13.48258931	-4.62397700	-2.40050100
13.50758931	-4.56293400	-2.47985600
13.53258931	-4.07459400	-2.46154300
13.55758930	-3.25051900	-2.35471900
13.58258930	-2.76217800	-2.31504100
13.60758930	-2.70113500	-2.34556200
13.63258930	-2.31961900	-2.33488000
13.65758930	-1.77023600	-2.27994100
13.68258930	-1.17507000	-2.33182800
13.70758929	-0.65620800	-2.49053800
13.73258929	-0.07630325	-2.49816800
13.75758929	0.41203760	-2.35166600
13.78258929	0.90037840	-2.34861400
13.80758929	1.23611300	-2.48901200
13.83258929	1.52606500	-2.52258600
13.85758929	1.64815000	-2.45391300
13.88258928	1.95336300	-2.39744800
13.90758928	2.38066100	-2.35014000
13.93258928	2.45696500	-2.38371400
13.95758928	2.13649100	-2.49664300
13.98258928	2.33488000	-2.51800800
14.00758928	2.97582700	-2.44475600
14.03258928	3.38786500	-2.42186500
14.05758927	3.54047100	-2.44628200
14.08258927	3.64729500	-2.45696500
14.10758927	3.69307800	-2.46001700
14.13258927	3.35734300	-2.44017800
14.15758927	2.65535300	-2.40050100
14.18258927	2.64009300	-2.38218800
14.20758927	3.32682200	-2.38524000
14.23258926	3.76938100	-2.38829200
14.25758926	3.93724800	-2.39744800
14.28258926	3.90672700	-2.35471900
14.30758926	3.63203500	-2.26468100
14.33258926	3.72359900	-2.26468100
14.35758926	4.18141800	-2.35319200
14.38258925	4.39506700	-2.40355300
14.40758925	4.36454600	-2.41270900
14.43258925	4.25772100	-2.44475600
14.45758925	4.07459400	-2.49969500
14.48258925	3.89146600	-2.42491700
14.50758925	3.78464200	-2.21889900
14.53258925	3.28104000	-2.23110700
14.55758924	2.45696500	-2.46612100
14.58258924	1.95336300	-2.50885100
14.60758924	1.80075700	-2.36845300
14.63258924	1.81601700	-2.30130600
14.65758924	2.06018800	-2.29825400
14.68258924	2.18227300	-2.37150500
14.70758924	2.24331600	-2.51800800
14.73258923	1.83127800	-2.54852900
14.75758923	1.00720300	-2.46306900
14.78258923	0.48834080	-2.39287000
14.80758923	0.38151630	-2.34251000
14.83258923	0.22890980	-2.30130600
14.85758923	0.13734590	-2.27688900
14.88258922	-0.24417040	-2.31656700
14.90758922	-0.85459640	-2.42033900
14.93258922	-1.25137300	-2.46001700
14.95758922	-1.37345900	-2.43560000
14.98258922	-1.55658600	-2.41270900
15.00758922	-1.73971400	-2.38829200
15.03258922	-1.93810300	-2.39744800
15.05758921	-2.12123000	-2.43865200
15.08258921	-2.21279400	-2.45849100
15.10758921	-2.12123000	-2.45238700
15.13258921	-2.44170400	-2.46154300
15.15758921	-3.12843300	-2.48596000
15.18258921	-3.21999700	-2.48596000
15.20758921	-2.68587400	-2.46154300
15.23258920	-2.67061400	-2.45543900
15.25758920	-3.15895500	-2.47375200
15.28258920	-3.28104000	-2.39287000
15.30758920	-3.02160900	-2.22042500
15.33258920	-2.89952400	-2.20211200
15.35758920	-2.93004500	-2.34251000
15.38258920	-2.93004500	-2.39439600
15.40758919	-2.93004500	-2.36387500
15.43258919	-2.93004500	-2.34098400
15.45758919	-2.93004500	-2.32267100
15.48258919	-2.94530600	-2.32419700
15.50758919	-3.00634800	-2.34861400
15.53258919	-2.70113500	-2.33640600
15.55758918	-2.09070900	-2.28757200
15.58258918	-1.69393200	-2.30893700
15.60758918	-1.63289000	-2.40355300
15.63258918	-1.12928800	-2.40355300
15.65758918	-0.27469170	-2.30893700
15.68258918	0.01526065	-2.28451900
15.70758918	-0.35099500	-2.32114500
15.73258917	-0.18312780	-2.39439600
15.75758917	0.44255890	-2.50427300
15.78258917	0.73251120	-2.50427300
15.80758917	0.57990470	-2.39744800
15.83258917	0.97668160	-2.31351500
15.85758917	1.80075700	-2.25705000
15.88258917	2.31961900	-2.25857700
15.90758916	2.47222500	-2.32114500
15.93258916	2.45696500	-2.37608300
15.95758916	2.21279400	-2.42491700
15.98258916	2.10597000	-2.38676600
16.00758916	2.10597000	-2.26315500
16.03258916	2.21279400	-2.18990400
16.05758916	2.42644400	-2.16853900
16.08258915	2.53326800	-2.22042500
16.10758915	2.50274700	-2.34861400
16.13258915	2.50274700	-2.38829200
16.15758915	2.47222500	-2.33945800
16.18258915	2.57905000	-2.30588400
16.20758915	2.76217800	-2.28757200
16.23258914	2.94530600	-2.28909800
16.25758914	3.05213000	-2.31351500
16.28258914	3.58625300	-2.31198900
16.30758914	4.50189200	-2.28146700
16.33258914	4.50189200	-2.31198900
16.35758914	3.55573200	-2.40355300
16.38258914	3.11317300	-2.40355300
16.40758913	3.12843300	-2.31198900
16.43258913	3.47942800	-2.27994100
16.45758913	4.16615800	-2.30435800
16.48258913	4.24246100	-2.33793200
16.50758913	3.69307800	-2.38371400
16.53258913	3.76938100	-2.36234900
16.55758913	4.41032800	-2.27688900
16.58258912	4.91392900	-2.23721100
16.60758912	5.24966400	-2.24636800
16.63258912	5.41753100	-2.23873800
16.65758912	5.38701000	-2.21279500
16.68258912	5.37174900	-2.24026400
16.70758912	5.37174900	-2.31961900
16.73258912	5.37174900	-2.36692700
16.75758911	5.38701000	-2.37608300
16.78258911	5.29544600	-2.40660500
16.80758911	5.05127500	-2.45849100
16.83258911	5.26492500	-2.40507900
16.85758911	5.90587200	-2.24331600
16.88258911	6.08900000	-2.26620700
16.90758910	5.76852600	-2.47680400
16.93258910	5.87535000	-2.49816800
16.95758910	6.39421300	-2.33640600
16.98258910	6.30264900	-2.27231100
17.00758910	5.61592000	-2.30893700
17.03258910	5.29544600	-2.32267100
17.05758910	5.35648800	-2.32267100
17.08258909	5.38701000	-2.31046300
17.10758909	5.44805200	-2.28604600
17.13258909	5.14283900	-2.29672800
17.15758909	4.50189200	-2.34861400
17.18258909	4.41032800	-2.31656700
17.20758909	4.92919000	-2.20363800
17.23258909	5.03601500	-2.20363800
17.25758908	4.76132300	-2.32267100
17.28258908	4.74606200	-2.33640600
17.30758908	4.95971200	-2.25247200
17.33258908	5.15810000	-2.18685200
17.35758908	5.34122800	-2.14106900
17.38258908	5.34122800	-2.18074700
17.40758908	5.15810000	-2.30588400
17.43258907	4.97497200	-2.36540100
17.45758907	4.79184400	-2.35014000
17.48258907	4.59345600	-2.36082300
17.50758907	4.41032800	-2.39439600
17.53258907	4.31876400	-2.34403600
17.55758907	4.37980700	-2.21584700
17.58258906	4.16615800	-2.18685200
17.60758906	3.67781700	-2.26620700
17.63258906	3.78464200	-2.26620700
17.65758906	4.51715300	-2.18990400
17.68258906	4.63923800	-2.20821600
17.70758906	4.16615800	-2.31504100
17.73258906	3.83042300	-2.35624500
17.75758905	3.66255600	-2.32877500
17.78258905	3.58625300	-2.31809300
17.80758905	3.61677400	-2.31961900
17.83258905	3.52521000	-2.31961900
17.85758905	3.34208300	-2.32267100
17.88258905	3.12843300	-2.31198900
17.90758905	2.94530600	-2.29062400
17.93258904	2.85374200	-2.27994100
17.95758904	2.91478400	-2.28299400
17.98258904	2.71639600	-2.28451900
18.00758904	2.28909800	-2.28757200
18.03258904	2.07544900	-2.26773300
18.05758904	2.12123000	-2.22042500
18.08258904	2.15175200	-2.23873800
18.10758903	2.19753400	-2.32114500
18.13258903	1.98388500	-2.35929700
18.15758903	1.52606500	-2.35014000
18.18258903	1.41924000	-2.35929700
18.20758903	1.63289000	-2.38676600
18.23258903	1.95336300	-2.36692700
18.25758902	2.35014000	-2.30283200
18.28258902	2.54852900	-2.28299400
18.30758902	2.45696500	-2.31046300
18.33258902	2.65535300	-2.32267100
18.35758902	3.11317300	-2.32267100
18.38258902	3.20473700	-2.31351500
18.40758902	2.89952400	-2.29825400
18.43258901	3.00634800	-2.25705000
18.45758901	3.46416800	-2.19295500
18.48258901	3.57099200	-2.19295500
18.50758901	3.29630100	-2.26010300
18.53258901	3.29630100	-2.29062400
18.55758901	3.57099200	-2.28146700
18.58258901	3.46416800	-2.29062400
18.60758900	3.00634800	-2.31504100
18.63258900	2.89952400	-2.31351500
18.65758900	3.20473700	-2.28909800
18.68258900	3.11317300	-2.28909800
18.70758900	2.71639600	-2.31656700
18.73258900	2.30435800	-2.30588400
18.75758899	1.93810300	-2.26010300
18.78258899	1.63289000	-2.24942000
18.80758899	1.44976200	-2.27994100
18.83258899	1.46502200	-2.27078500
18.85758899	1.77023600	-2.22805500
18.88258899	1.55658600	-2.21737300
18.90758899	0.88511780	-2.23873800
18.93258898	0.67146860	-2.24789400
18.95758898	0.97668160	-2.24484200
18.98258898	0.99194230	-2.25399800
19.00758898	0.77829320	-2.27536300
19.03258898	0.56464410	-2.28451900
19.05758898	0.38151630	-2.27841500
19.08258898	0.27469170	-2.29825400
19.10758897	0.30521300	-2.34098400
19.13258897	0.30521300	-2.33945800
19.15758897	0.27469170	-2.29062400
19.18258897	0.38151630	-2.30130600
19.20758897	0.62568670	-2.37455700
19.23258897	0.61042600	-2.36387500
19.25758897	0.36625560	-2.26925900
19.28258896	0.36625560	-2.26010300
19.30758896	0.61042600	-2.33945800
19.33258896	0.62568670	-2.32419700
19.35758896	0.44255890	-2.22652900
19.38258896	0.15260650	-2.13496500
19.40758896	-0.18312780	-2.05255800
19.43258895	-0.56464410	-2.06476600
19.45758895	-0.93089970	-2.17464300
19.48258895	-1.20559100	-2.23568600
19.50758895	-1.31241600	-2.24789400
19.53258895	-1.72445400	-2.23415900
19.55758895	-2.39592200	-2.19143000
19.58258895	-2.50274700	-2.18227300
19.60758894	-2.02966700	-2.21279500
19.63258894	-1.69393200	-2.20363800
19.65758894	-1.52606500	-2.16396000
19.68258894	-1.41924000	-2.11970400
19.70758894	-1.37345900	-2.07087000
19.73258894	-1.69393200	-2.12275700
19.75758894	-2.36540100	-2.27383700
19.78258893	-2.57905000	-2.32267100
19.80758893	-2.31961900	-2.26468100
19.83258893	-2.09070900	-2.24179000
19.85758893	-1.87706000	-2.25094600
19.88258893	-1.89232100	-2.22958100
19.90758893	-2.16701200	-2.17769500
19.93258893	-2.06018800	-2.21889900
19.95758892	-1.60236800	-2.35014000
19.98258892	-1.49554400	-2.37913600
20.00758892	-1.77023600	-2.29978000
20.03258892	-1.78549600	-2.29825400
20.05758892	-1.54132600	-2.37150500
20.08258892	-1.43450100	-2.37303100
20.10758891	-1.46502200	-2.30893700
20.13258891	-1.48028300	-2.26620700
20.15758891	-1.52606500	-2.24636800
20.18258891	-1.31241600	-2.26162800
20.20758891	-0.91563900	-2.31351500
20.23258891	-0.59516540	-2.29367600
20.25758891	-0.41203760	-2.20211200
20.28258890	-0.42729820	-2.19448200
20.30758890	-0.67146860	-2.28299400
20.33258890	-0.68672930	-2.22195100
20.35758890	-0.47308020	-2.02051000
20.38258890	-0.27469170	-2.00067100
20.40758890	-0.09156390	-2.16548600
20.43258890	0.09156390	-2.21584700
20.45758889	0.27469170	-2.14870000
20.48258889	0.25943110	-2.17616900
20.50758889	0.06104260	-2.29520200
20.53258889	-0.03052130	-2.29367600
20.55758889	-0.06104260	-2.17159100
20.58258889	0.15260650	-2.16090800
20.60758889	0.61042600	-2.25857700
20.63258888	0.50360150	-2.27078500
20.65758888	-0.16786720	-2.20058600
20.68258888	-0.36625560	-2.18074700
20.70758888	-0.10682460	-2.21279500
20.73258888	0.07630325	-2.20363800
20.75758888	0.19838850	-2.16090800
20.78258887	0.50360150	-2.12886100
20.80758887	0.99194230	-2.10902200
20.83258887	0.79355380	-2.13038700
20.85758887	-0.06104260	-2.18837700
20.88258887	-0.45781950	-2.23721100
20.90758887	-0.36625560	-2.26773300
20.93258887	-0.44255890	-2.29672800
20.95758886	-0.62568670	-2.32114500
20.98258886	-0.83933580	-2.30283200
21.00758886	-1.05298500	-2.24636800
21.03258886	-1.05298500	-2.18379900
21.05758886	-0.80881450	-2.11512600
21.08258886	-0.73251120	-2.15327800
21.10758886	-0.82407520	-2.29978000
21.13258885	-0.41203760	-2.36845300
21.15758885	0.50360150	-2.35319200
21.18258885	0.39677690	-2.35471900
21.20758885	-0.73251120	-2.36997900
21.23258885	-1.15980900	-2.29215000
21.25758885	-0.88511780	-2.12733500
21.28258885	-0.56464410	-2.06934400
21.30758884	-0.16786720	-2.12123100
21.33258884	0.10682460	-2.15480400
21.35758884	0.22890980	-2.16701300
21.38258884	0.39677690	-2.19753400
21.40758884	0.57990470	-2.24026400
21.43258884	0.77829320	-2.22805500
21.45758883	0.96142100	-2.15785600
21.48258883	1.05298500	-2.15785600
21.50758883	1.02246400	-2.23110700
21.53258883	1.09876700	-2.23110700
21.55758883	1.25137300	-2.16243400
21.58258883	1.64815000	-2.14259600
21.60758883	2.25857600	-2.16701300
21.63258882	2.65535300	-2.18685200
21.65758882	2.76217800	-2.19295500
21.68258882	3.05213000	-2.26468100
21.70758882	3.44890700	-2.39439600
21.73258882	3.63203500	-2.40202600
21.75758882	3.52521000	-2.28604600
21.78258882	3.84568400	-2.23263300
21.80758881	4.53241300	-2.24179000
21.83258881	4.60871600	-2.25247200
21.85758881	4.05933300	-2.26773300
21.88258881	4.13563600	-2.30741000
21.90758881	4.82236600	-2.36234900
21.93258881	5.14283900	-2.40202600
21.95758880	5.08179700	-2.42033900
21.98258880	5.06653600	-2.42186500
22.00758880	5.09705700	-2.41576100
22.03258880	4.99023300	-2.32267100
22.05758880	4.80710500	-2.15175200
22.08258880	4.59345600	-2.14106900
22.10758880	4.41032800	-2.29367600
22.13258879	4.31876400	-2.37608300
22.15758879	4.34928600	-2.38829200
22.18258879	4.25772100	-2.37455700
22.20758879	4.04407300	-2.32877500
22.23258879	3.95250800	-2.33030200
22.25758879	3.98303000	-2.38218800
22.28258879	3.87620500	-2.36234900
22.30758878	3.61677400	-2.27841500
22.33258878	3.72359900	-2.22805500
22.35758878	4.15089700	-2.21279500
22.38258878	4.48663100	-2.23568600
22.40758878	4.74606200	-2.29978000
22.43258878	4.41032800	-2.31961900
22.45758878	3.49468900	-2.29520200
22.48258877	3.29630100	-2.27231100
22.50758877	3.84568400	-2.25399800
22.53258877	3.86094500	-2.24331600
22.55758877	3.37260400	-2.24636800
22.58258877	3.25051900	-2.24942000
22.60758877	3.49468900	-2.25857700
22.63258876	3.70833800	-2.20821600
22.65758876	3.89146600	-2.09834000
22.68258876	3.99829100	-2.09834000
22.70758876	3.96776900	-2.20974200
22.73258876	3.95250800	-2.25399800
22.75758876	3.90672700	-2.22958100
22.78258876	4.12037600	-2.19600800
22.80758875	4.57819500	-2.14717400
22.83258875	4.66975900	-2.16853900
22.85758875	4.39506700	-2.26468100
22.88258875	4.37980700	-2.25552400
22.90758875	4.62397700	-2.14259600
22.93258875	4.71554100	-2.12123100
22.95758875	4.68502000	-2.18990400
22.98258874	4.77658400	-2.22958100
23.00758874	4.99023300	-2.23873800
23.03258874	5.09705700	-2.25857700
23.05758874	5.06653600	-2.28909800
23.08258874	5.06653600	-2.24942000
23.10758874	5.09705700	-2.14259600
23.13258874	4.99023300	-2.11207400
23.15758873	4.77658400	-2.15480400
23.18258873	4.68502000	-2.20516400
23.20758873	4.74606200	-2.26010300
23.23258873	4.54767400	-2.29978000
23.25758873	4.12037600	-2.32419700
23.28258873	3.93724800	-2.29215000
23.30758872	4.05933300	-2.20363800
23.33258872	3.64729500	-2.18227300
23.35758872	2.74691700	-2.22805500
23.38258872	2.54852900	-2.26010300
23.40758872	3.08265100	-2.28146700
23.43258872	3.21999700	-2.27078500
23.45758872	3.00634800	-2.22500300
23.48258871	2.71639600	-2.22805500
23.50758871	2.39592200	-2.28299400
23.53258871	1.77023600	-2.24331600
23.55758871	0.96142100	-2.11207400
23.58258871	0.56464410	-2.08002700
23.60758871	0.67146860	-2.15022600
23.63258871	0.62568670	-2.20211200
23.65758870	0.51886210	-2.24179000
23.68258870	-0.09156390	-2.22805500
23.70758870	-1.12928800	-2.15785600
23.73258870	-1.51080400	-2.15785600
23.75758870	-1.14454900	-2.23110700
23.78258870	-1.22085200	-2.23110700
23.80758870	-1.64815000	-2.16243400
23.83258869	-1.96862400	-2.14106900
23.85758869	-2.13649100	-2.16548600
23.88258869	-2.22805500	-2.19600800
23.90758869	-2.19753400	-2.23263300
23.93258869	-2.19753400	-2.24942000
23.95758869	-2.16701200	-2.24026400
23.98258868	-2.27383700	-2.26773300
24.00758868	-2.48748600	-2.33030200
24.03258868	-2.57905000	-2.35319200
24.05758868	-2.54852900	-2.33793200
24.08258868	-2.64009300	-2.28604600
24.10758868	-2.88426300	-2.19753400
24.13258868	-2.86900200	-2.19753400
24.15758867	-2.62483200	-2.28604600
24.18258867	-2.62483200	-2.33640600
24.20758867	-2.89952400	-2.34861400
24.23258867	-2.79269900	-2.34861400
24.25758867	-2.30435800	-2.33640600
24.28258867	-2.31961900	-2.28757200
24.30758867	-2.85374200	-2.20516400
24.33258866	-2.76217800	-2.17616900
24.35758866	-2.07544900	-2.20669000
24.38258866	-1.75497500	-2.21889900
24.40758866	-1.81601700	-2.22195100
24.43258866	-1.83127800	-2.19753400
24.45758866	-1.86179900	-2.14412200
24.48258866	-1.75497500	-2.17464300
24.50758865	-1.54132600	-2.28757200
24.53258865	-1.46502200	-2.31504100
24.55758865	-1.57184700	-2.25094600
24.58258865	-1.15980900	-2.27994100
24.60758865	-0.32047370	-2.39897400
24.63258865	0.16786720	-2.39897400
24.65758864	0.21364910	-2.27994100
24.68258864	0.47308020	-2.24942000
24.70758864	0.83933580	-2.30435800
24.73258864	1.25137300	-2.31656700
24.75758864	1.63289000	-2.28909800
24.78258864	1.83127800	-2.28757200
24.80758864	1.78549600	-2.30588400
24.83258863	1.77023600	-2.33793200
24.85758863	1.73971400	-2.37760900
24.88258863	1.84653900	-2.37608300
24.90758863	2.06018800	-2.32725000
24.93258863	2.16701200	-2.33945800
24.95758863	2.13649100	-2.41423500
24.98258863	2.12123000	-2.39592200
25.00758862	2.07544900	-2.29520200
25.03258862	2.30435800	-2.20516400
25.05758862	2.77743800	-2.13496500
25.08258862	2.77743800	-2.10749600
25.10758862	2.31961900	-2.12733500
